Время,Датчик 1 (°C),Датчик 2 (°C)
0,45.0,50.0
0.05,45.03926989202077,50.03141591361662
0.1,45.078539687146986,50.06283174971759
0.15000000000000002,45.11780928848434,50.09424743078747
0.2,45.15707859913898,50.12566287931118
0.25,45.196347522217785,50.157078017774225
0.3,45.2356159608286,50.18849276866288
0.35,45.274883818080454,50.219907054464365
0.39999999999999997,45.314150997083814,50.25132079766705
0.44999999999999996,45.35341740095082,50.282733920760656
0.49999999999999994,45.392682932795516,50.31414634623641
0.5499999999999999,45.431947495734114,50.34555799658729
0.6,45.471210992885204,50.37696879430816
0.65,45.510473327370015,50.40837866189601
0.7000000000000001,45.54973440231263,50.4397875218501
0.7500000000000001,45.588994120840255,50.47119529667221
0.8000000000000002,45.62825238608344,50.50260190886675
0.8500000000000002,45.66750910117631,50.53400728094105
0.9000000000000002,45.70676416925683,50.565411335405464
0.9500000000000003,45.74601749346702,50.59681399477362
1.0000000000000002,45.785268976953205,50.62821518156257
1.0500000000000003,45.824518522866256,50.659614818293
1.1000000000000003,45.86376603436181,50.691012827489445
1.1500000000000004,45.903011414600535,50.72240913168043
1.2000000000000004,45.94225456674836,50.75380365339869
1.2500000000000004,45.981495393976715,50.78519631518137
1.3000000000000005,46.020733799462754,50.8165870395702
1.3500000000000005,46.0599696863896,50.84797574911168
1.4000000000000006,46.09920295794662,50.8793623663573
1.4500000000000006,46.13843351732961,50.91074681386369
1.5000000000000007,46.177661267741065,50.94212901419285
1.5500000000000007,46.21688611239041,50.97350888991233
1.6000000000000008,46.25610795449424,51.00488636359539
1.6500000000000008,46.29532669727656,51.036261357821246
1.7000000000000008,46.33454224396901,51.06763379517521
1.7500000000000009,46.37375449781114,51.09900359824891
1.800000000000001,46.41296336205061,51.13037068964049
1.850000000000001,46.452168739943446,51.16173499195476
1.900000000000001,46.49137053475427,51.19309642780341
1.950000000000001,46.530568649756546,51.22445491980524
2.000000000000001,46.56976298823284,51.25581039058627
2.0500000000000007,46.608953453474996,51.28716276277999
2.1000000000000005,46.64813994878445,51.31851195902756
2.1500000000000004,46.68732237747241,51.34985790197793
2.2,46.726500642860145,51.38120051428812
2.25,46.765674648279166,51.412539718623336
2.3,46.80484429707151,51.44387543765721
2.3499999999999996,46.844009492589976,51.47520759407198
2.3999999999999995,46.88317013819832,51.506536110558656
2.4499999999999993,46.92232613727155,51.53786090981723
2.499999999999999,46.96147739319612,51.5691819145569
2.549999999999999,47.00062380937022,51.60049904749617
2.5999999999999988,47.039765289203935,51.63181223136315
2.6499999999999986,47.078901736119576,51.66312138889566
2.6999999999999984,47.118033053551834,51.69442644284147
2.7499999999999982,47.15715914494808,51.725727315958466
2.799999999999998,47.19627991376858,51.757023931014864
2.849999999999998,47.23539526348671,51.78831621078937
2.8999999999999977,47.27450509758925,51.8196040780714
2.9499999999999975,47.31360931957656,51.850887455661244
2.9999999999999973,47.35270783296286,51.882166266370284
3.049999999999997,47.39180054127645,51.913440433021165
3.099999999999997,47.43088734805998,51.94470987844799
3.149999999999997,47.46996815687062,51.9759745254965
3.1999999999999966,47.50904287128037,52.0072342970243
3.2499999999999964,47.548111394876244,52.038489115901
3.2999999999999963,47.58717363126056,52.06973890500845
3.349999999999996,47.62622948405112,52.1009835872409
3.399999999999996,47.66527885688149,52.132223085505196
3.4499999999999957,47.70432165340124,52.16345732272099
3.4999999999999956,47.74335777727613,52.1946862218209
3.5499999999999954,47.78238713218841,52.22590970575073
3.599999999999995,47.82140962183704,52.25712769746963
3.649999999999995,47.86042514993789,52.28834011995031
3.699999999999995,47.89943362022403,52.319546896179226
3.7499999999999947,47.93843493644594,52.35074794915675
3.7999999999999945,47.977429002371736,52.38194320189739
3.8499999999999943,48.01641572178745,52.41313257742996
3.899999999999994,48.055394998497235,52.444315998797784
3.949999999999994,48.09436673632358,52.47549338905886
3.999999999999994,48.1333308391076,52.50666467128608
4.049999999999994,48.17228721070926,52.537829768567406
4.099999999999993,48.211235755007564,52.56898860400605
4.149999999999993,48.25017637590087,52.6001411007207
4.199999999999993,48.28910897730706,52.63128718184564
4.249999999999993,48.328033463163806,52.66242677053104
4.299999999999993,48.36694973742881,52.693559789943045
4.3499999999999925,48.405857704080034,52.72468616326403
4.399999999999992,48.444757267115946,52.75580581369276
4.449999999999992,48.48364833055573,52.786918664444585
4.499999999999992,48.52253079843956,52.81802463875165
4.549999999999992,48.561404574828806,52.84912365986305
4.599999999999992,48.6002695638063,52.880215651045035
4.6499999999999915,48.63912566947653,52.911300535581226
4.699999999999991,48.67797279596593,52.94237823677274
4.749999999999991,48.71681084742307,52.97344867793846
4.799999999999991,48.75563972801892,53.004511782415136
4.849999999999991,48.79445934194708,53.03556747355766
4.899999999999991,48.833269593424006,53.066615674739204
4.94999999999999,48.87207038668927,53.097656309351414
4.99999999999999,48.91086162600576,53.12868930080461
5.04999999999999,48.94964321565996,53.15971457252797
5.09999999999999,48.98841505996215,53.19073204796972
5.14999999999999,49.027177063246654,53.22174165059732
5.1999999999999895,49.06592912987208,53.25274330389767
5.249999999999989,49.104671164221564,53.28373693137725
5.299999999999989,49.14340307070299,53.314722456562386
5.349999999999989,49.18212475374921,53.34569980299937
5.399999999999989,49.22083611781834,53.37666889425467
5.449999999999989,49.25953706739393,53.407629653915144
5.4999999999999885,49.29822750698523,53.43858200558818
5.549999999999988,49.336907341127436,53.46952587290195
5.599999999999988,49.37557647438189,53.500461179505514
5.649999999999988,49.414234811336364,53.53138784906909
5.699999999999988,49.45288225660524,53.5623058052842
5.749999999999988,49.4915187148298,53.593214971863844
5.799999999999987,49.53014409067843,53.62411527254274
5.849999999999987,49.56875828884683,53.65500663107746
5.899999999999987,49.60736121405832,53.685888971246655
5.949999999999987,49.645952771064024,53.71676221685122
5.999999999999987,49.6845328646431,53.74762629171448
6.0499999999999865,49.72310139960302,53.77848111968241
6.099999999999986,49.761658280779734,53.809326624623786
6.149999999999986,49.80020341303799,53.84016273043039
6.199999999999986,49.83873670127149,53.870989361017195
6.249999999999986,49.8772580504032,53.90180644032256
6.299999999999986,49.91576736538549,53.932613892308396
6.349999999999985,49.954264551200474,53.96341164096038
6.399999999999985,49.992749512860165,53.994199610288135
6.449999999999985,50.031222155406745,54.024977724325396
6.499999999999985,50.0696823839128,54.05574590713024
6.549999999999985,50.108130103481535,54.086504082785225
